id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1383557973138558988,1383557973138558988,2021-04-18 06:08:20 SE Asia Standard Time,2021-04-18,06:08:20,+0700,484607777,johorfm,johorfm,,Bagaimana vaksin COVID-19 dapat dihasilkan dalam masa yang singkat.  #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19  https://t.co/uchfiQfP9A,in,[],[],['https://pbs.twimg.com/media/EzNipCkVgAEkAkE.jpg'],0,0,0,"['pkpb', 'kitateguhkitamenang', 'komunikasikita', 'psacovid19']",[],https://twitter.com/johorfm/status/1383557973138558988,False,,1,https://pbs.twimg.com/media/EzNipCkVgAEkAkE.jpg,,,,,,,[],,,,
1383556927091732485,1383276254888030209,2021-04-18 06:04:11 SE Asia Standard Time,2021-04-18,06:04:11,+0700,1033652060,mat_erk,Mat_jEk,,@ynzfrrsl @farahhanani89 @hmetromy  https://t.co/fgyGYO6ErA  Kadang2 kita tertanya-tanya vaksin covid-19 ni effective ker x?hmmm  P/s: Dilarang guna ayat fungsi vaksin sbnr adalah utk mencegah bkn utk merawat,in,[],['https://www.astroawani.com/berita-malaysia/40-petugas-kesihatan-dijangkiti-covid19-selepas-lengkapkan-dua-dos-vaksin-kp-kesihatan-293713?amp=1&__twitter_impression=true'],[],1,0,0,[],[],https://twitter.com/Mat_Erk/status/1383556927091732485,False,,0,,,,,,,,"[{'screen_name': 'ynzfrrsl', 'name': 'sleepingkoala', 'id': '155572816'}, {'screen_name': 'farahhanani89', 'name': 'ㅎㄴㄴ 👑', 'id': '3141483842'}, {'screen_name': 'hmetromy', 'name': 'Harian Metro', 'id': '63070015'}]",,,,
1383554239977324549,1383554239977324549,2021-04-18 05:53:30 SE Asia Standard Time,2021-04-18,05:53:30,+0700,287238912,sampepurba,sampe purba,,"Btw... Harga Pokok SWAB dan AntiGen itu berapa ya ?. Kok harga jualnya pernah di Rp 1 jutaan, dan sekarang bisa di Rp. 150 ribuan.  Morally speaking : No one should take benefit/ profit out of disaster. Ini kita belum bicara vaksin lho.  Covid 19 is disaster !!!",in,[],[],[],0,0,0,[],[],https://twitter.com/sampepurba/status/1383554239977324549,False,,0,,,,,,,,[],,,,
1383553888381378566,1383553888381378566,2021-04-18 05:52:06 SE Asia Standard Time,2021-04-18,05:52:06,+0700,22126902,republikaonline,Republika.co.id,,Prudential targetkan 45 ribu orang divaksinasi di Sentra Vaksin Covid-19  https://t.co/GDzJcbx0ez,in,[],['https://republika.co.id/berita//qrqcuu349/prudential-luncurkan-sentra-vaksinasi-covid-19'],[],0,0,0,[],[],https://twitter.com/republikaonline/status/1383553888381378566,False,,0,,,,,,,,[],,,,
1383550840854614016,1383550840854614016,2021-04-18 05:40:00 SE Asia Standard Time,2021-04-18,05:40:00,+0700,121640063,radioelshinta,Radio Elshinta,,"Usai vaksin COVID-19, Vino G Bastian berharap industri kreatif bangkit.  https://t.co/AATIC2cFp9",in,[],['http://elshinta.com/news/231951/2021/04/17/usai-vaksin-covid19-vino-g-bastian-berharap-industri-kreatif-bangkit'],[],0,0,3,[],[],https://twitter.com/RadioElshinta/status/1383550840854614016,False,,0,,,,,,,,[],,,,
1383550481771876353,1383352822738034698,2021-04-18 05:38:34 SE Asia Standard Time,2021-04-18,05:38:34,+0700,1033652060,mat_erk,Mat_jEk,,@suhazeli Can't brain lah apa fungsi vaksin covid-19 ni kalau dah cucuk pun masih lg positif..apa beza dgn org yg positif dan sembuh tanpa ada apa2 simpton? Hmmmm  Pesanan: jangan guna ayat vaksin covid ni bukan utk merawat tp utk mencegah,in,[],[],[],3,0,1,[],[],https://twitter.com/Mat_Erk/status/1383550481771876353,False,,0,,,,,,,,"[{'screen_name': 'suhazeli', 'name': 'Dr Suhazeli Abdullah', 'id': '51954449'}]",,,,
1383550378130644996,1383550378130644996,2021-04-18 05:38:09 SE Asia Standard Time,2021-04-18,05:38:09,+0700,791920305484640256,onnchase,Cess Tart,,"Jangan terkejut kalau lepas second jab pun still boleh kena infection Covid-19, sebab di UAE pun sama, cuma bezanya infection dia tak sekuat orang yang tiada vaksin dan kuarantin dia tak lama , vaksin tu usaha dan kemudian berdoa bertawakal",in,[],[],[],0,0,4,[],[],https://twitter.com/onnchase/status/1383550378130644996,False,,0,,,,,,,,[],,,,
1383549634140798981,1383549634140798981,2021-04-18 05:35:12 SE Asia Standard Time,2021-04-18,05:35:12,+0700,87822804,lolibaka,Tri Maria,,Selandia Baru tidak butuh vaksin untuk mengatasi Covid-19. @jokowi,in,"[{'screen_name': 'jokowi', 'name': 'joko widodo', 'id': '366987179'}]",[],[],0,0,0,[],[],https://twitter.com/lolibaka/status/1383549634140798981,False,https://twitter.com/EricTopol/status/1383056829287002114,0,,,,,,,,[],,,,
1383546970187333642,1383546970187333642,2021-04-18 05:24:37 SE Asia Standard Time,2021-04-18,05:24:37,+0700,125288491,opsiin,Opsiin,,Alaska Menawarkan Vaksin COVID-19 pada Para Turis Mulai 1 Juni- Opsi Flash  https://t.co/t1HJWOWGkr,in,[],['https://impormasi.wordpress.com/2021/04/18/alaska-menawarkan-vaksin-covid-19-pada-para-turis-mulai-1-juni-opsi-flash/'],[],0,0,0,[],[],https://twitter.com/opsiin/status/1383546970187333642,False,,0,,,,,,,,[],,,,
1383543715503820815,1383543715503820815,2021-04-18 05:11:41 SE Asia Standard Time,2021-04-18,05:11:41,+0700,1358771108363661312,himaikmunand,HIMA IKM KM FKM Unand,,Haiii Mahasiswa FKM Unand 👋 Udah vaksin COVID-19 belum nih?😄 HIMA IKM ada kabar baik buatt kitaa semua!!! Apa yaa🤔 Apalagi kalau bukan  *EDUKASI KESEHATAN HIMA IKM UNAND* 🎉🥳   *✨ FREE REGISTRATION + E-SERTIFIKAT✨* Yuhuu menarik bukan??? Jangan lupa catat tanggalnya ya!!!  https://t.co/GnMlMVP6jf,in,[],[],['https://pbs.twimg.com/media/EzNVrO8VIAstmYb.jpg'],1,0,1,[],[],https://twitter.com/HIMAIKMUnand/status/1383543715503820815,False,,1,https://pbs.twimg.com/media/EzNVrO8VIAstmYb.jpg,,,,,,,[],,,,
1383543020293804036,1383543020293804036,2021-04-18 05:08:55 SE Asia Standard Time,2021-04-18,05:08:55,+0700,146452879,islam_indie,Luzie Megawati,,"di tengah boikot dan ketidak pastian vaksin impor, mbok segala upaya untuk mengatasi pandemi covid 19 ini, didukung saja. buka pilihan seluas2nya untuk tetap sehat dan menekan hingga menyembuhkan. bukan waktunya berpolemik dg covid 19..  a-ha?? #republikberisik",in,[],[],[],0,0,0,['republikberisik'],[],https://twitter.com/islam_indie/status/1383543020293804036,False,,0,,,,,,,,[],,,,
1383539751915978754,1383539751915978754,2021-04-18 04:55:56 SE Asia Standard Time,2021-04-18,04:55:56,+0700,215901021,emasmadi,Ema Asmadi,,Tujuan utama vaksin Covid-19 untuk kurangkan gejala – Khairy  https://t.co/KmWpECnhlK via @myedisi9,in,"[{'screen_name': 'myedisi9', 'name': 'edisi 9', 'id': '1224698401058476034'}]",['https://www.edisi9.com.my/2021/04/tujuan-utama-vaksin-covid-19-untuk-kurangkan-gejala-khairy/'],[],0,0,0,[],[],https://twitter.com/emasmadi/status/1383539751915978754,False,,0,,,,,,,,[],,,,
1383536988779728899,1383389745720422400,2021-04-18 04:44:57 SE Asia Standard Time,2021-04-18,04:44:57,+0700,3286442538,bogabogas,samarada,,"@Syarman59 @PBIDI @BPOM_RI @KemenkesRI @satgascovid19id Memang inti nya hanya disitu....gengsi. Masih terasa suka dan tidak sukanya. Seharusnya kan saling mendukung dan buktikan uji klinis bahwa vaksin inilah terbaik atau tidak. Karena niat dan tujuan kan sama,agar Indonesia bebas covid 19.",in,[],[],[],0,0,2,[],[],https://twitter.com/bogabogas/status/1383536988779728899,False,,0,,,,,,,,"[{'screen_name': 'Syarman59', 'name': 'Syarman Lawyer', 'id': '798901988909907968'}, {'screen_name': 'PBIDI', 'name': 'PB IDI', 'id': '312381156'}, {'screen_name': 'BPOM_RI', 'name': 'bpom_ri', 'id': '1871035531'}, {'screen_name': 'KemenkesRI', 'name': 'Kemenkes RI', 'id': '161236190'}, {'screen_name': 'satgascovid19id', 'name': 'satgascovid19.id', 'id': '1311211456755412999'}]",,,,
1383532488614580235,1383532488614580235,2021-04-18 04:27:04 SE Asia Standard Time,2021-04-18,04:27:04,+0700,1182629602801250307,brimobsumsel,Brimob Sumsel,,"Palembang, 17 April 2021  Personel Batalyon A Pelopor melaksanakan giat pengamanan gudang Vaksin Covid-19 di Kota Palembang - - - - #BRIMOBUNTUKINDONESIA #divisihumaspolri #polisi_sumsel #polisiindonesia #brimobsumsel  @brimob_sumsel  https://t.co/PmdWkGLOyJ",in,[],[],"['https://pbs.twimg.com/media/EzNLc9QVEA8b4BR.jpg', 'https://pbs.twimg.com/media/EzNLdbbUcAQWSvG.jpg']",0,0,0,"['brimobuntukindonesia', 'divisihumaspolri', 'polisi_sumsel', 'polisiindonesia', 'brimobsumsel']",[],https://twitter.com/BrimobSumsel/status/1383532488614580235,False,,1,https://pbs.twimg.com/media/EzNLc9QVEA8b4BR.jpg,,,,,,,[],,,,
1383523383116107776,1383523383116107776,2021-04-18 03:50:53 SE Asia Standard Time,2021-04-18,03:50:53,+0700,1359065244304171009,cepogo_polsek,Polsek Cepogo Boyolali,,"Polres Boyolali - Kapolsek Cepogo IPTU Agung Setiawan SH MH Pimpin pengamanan pelaksanaan vaksin covid-19 yang dilaksanakan di Puskesmas Cepogo, Sabtu (17/4/21) jam 08.30  wib.  https://t.co/4SzvTMLEvn",in,[],[],"['https://pbs.twimg.com/media/EzNDKq_VgAkcTqS.jpg', 'https://pbs.twimg.com/media/EzNDK7CVUAA1usa.jpg', 'https://pbs.twimg.com/media/EzNDLYIVgAYJOk0.jpg', 'https://pbs.twimg.com/media/EzNDLr_UYAwxUVu.jpg']",0,0,2,[],[],https://twitter.com/cepogo_polsek/status/1383523383116107776,False,,1,https://pbs.twimg.com/media/EzNDKq_VgAkcTqS.jpg,,,,,,,[],,,,
1383522158354198529,1383522158354198529,2021-04-18 03:46:01 SE Asia Standard Time,2021-04-18,03:46:01,+0700,864334800059940864,polsek_senduro,Polsek Senduro,,"Kapolres Lumajang Polda Jatim AKBP Eka Yekti Hananto Seno, S.I.K., melalui PS. KA SPKT III Polsek Senduro Polres Lumajang Polda Jatim Bripka Agus Salim H. dengan 1 orang anggota melaksanakan patroli dan pemantauan tempat penyimpanan Vaksin Covid 19 di Puskesmas Senduro.  https://t.co/kHli4FWg07",in,[],[],"['https://pbs.twimg.com/media/EzNCD8WVcAA1b_h.jpg', 'https://pbs.twimg.com/media/EzNCD8WVIAQ0beQ.jpg']",0,0,1,[],[],https://twitter.com/Polsek_senduro/status/1383522158354198529,False,,1,https://pbs.twimg.com/media/EzNCD8WVcAA1b_h.jpg,,,,,,,[],,,,
1383519789969117192,1383519789969117192,2021-04-18 03:36:37 SE Asia Standard Time,2021-04-18,03:36:37,+0700,1288496856,antaramakassar,ANTARASULSEL.Com,,Membaca polemik vaksin COVID-19 produksi Indonesia  https://t.co/PfjLWuU1yK,in,[],['https://makassar.antaranews.com/berita/255714/membaca-polemik-vaksin-covid-19-produksi-indonesia#.YHtG0mbx1bk.twitter'],[],0,0,0,[],[],https://twitter.com/antaramakassar/status/1383519789969117192,False,,0,,,,,,,,[],,,,
1383518282511097864,1383518282511097864,2021-04-18 03:30:37 SE Asia Standard Time,2021-04-18,03:30:37,+0700,4836542132,bincangsyariah,BincangSyariah,,Produksi Vaksin Covid-19 di Negara Mayoritas Muslim  https://t.co/v3eAgui3Dk,in,[],['https://bincangsyariah.com/khazanah/produksi-vaksin-covid-19-di-negara-mayoritas-muslim/'],[],1,0,3,[],[],https://twitter.com/BincangSyariah/status/1383518282511097864,False,,0,,,,,,,,[],,,,
1383517708797366274,1383517708797366274,2021-04-18 03:28:20 SE Asia Standard Time,2021-04-18,03:28:20,+0700,1083541172763512832,sektorjogonalan,Humas Polsek_Jogonalan,,"Setelah Vaksin Covid-19, Tetap Patuhi Protokol Kesehatan 5M ( Memakai Masker, Menjaga Jarak, Mencuci Tangan, Menjahui Kerumunan dan Membatasi Mobilitas ). #AmanDariCovid19 #PatuhiProkes5M @poldajateng_ @humas_resklaten @Sektorjogonalan  https://t.co/oDBlavvVdM",in,"[{'screen_name': 'poldajateng_', 'name': 'polda jateng', 'id': '2558329639'}, {'screen_name': 'humas_resklaten', 'name': 'humas polres klaten', 'id': '4494151880'}, {'screen_name': 'sektorjogonalan', 'name': 'humas polsek_jogonalan', 'id': '1083541172763512832'}]",[],['https://pbs.twimg.com/media/EzM-BecVkAk9uq0.jpg'],0,0,1,"['amandaricovid19', 'patuhiprokes5m']",[],https://twitter.com/SektorJogonalan/status/1383517708797366274,False,,1,https://pbs.twimg.com/media/EzM-BecVkAk9uq0.jpg,,,,,,,[],,,,
1383512495369850890,1383512495369850890,2021-04-18 03:07:37 SE Asia Standard Time,2021-04-18,03:07:37,+0700,1370517396813881345,ofcanak,Anak Bangsa Juara.ofc,,"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menyebutkan, saat ini sejumlah negara produsen vaksin Covid-19 memutuskan untuk membatasi ekspor komoditas tersebut.  Ini diakibatkan meningkatnya kasus aktif Covid-19 di sejumlah negara.  #vaksinasi #lawancovid19  https://t.co/G6tXGRvVih",in,[],[],['https://pbs.twimg.com/media/EzM5SB9VEAIm563.jpg'],0,0,1,"['vaksinasi', 'lawancovid19']",[],https://twitter.com/OfcAnak/status/1383512495369850890,False,,1,https://pbs.twimg.com/media/EzM5SB9VEAIm563.jpg,,,,,,,[],,,,
1383496342643765250,1383496342643765250,2021-04-18 02:03:26 SE Asia Standard Time,2021-04-18,02:03:26,+0700,1357171904017092608,ayamaruj,Ayamaru jawa,,Vaksinasi Covid-19 Tidak Membatalkan Puasa #VaksinasiNasional  #Vaksin  #vaksinmembawadampakbaik  https://t.co/9etEFdSgdi,in,[],[],['https://pbs.twimg.com/media/EzMqbjwUYAEhaDX.png'],0,0,0,"['vaksinasinasional', 'vaksin', 'vaksinmembawadampakbaik']",[],https://twitter.com/AyamaruJ/status/1383496342643765250,False,,1,https://pbs.twimg.com/media/EzMqbjwUYAEhaDX.png,,,,,,,[],,,,
1383496337564389385,1383496337564389385,2021-04-18 02:03:25 SE Asia Standard Time,2021-04-18,02:03:25,+0700,1359192306071470083,follscarlet,Scarlet Foll,,Vaksinasi Covid-19 Tidak Membatalkan Puasa #VaksinasiNasional  #Vaksin  #vaksinmembawadampakbaik  https://t.co/Ble4OuaTIl,in,[],[],['https://pbs.twimg.com/media/EzMqlKrVUAQOTtj.png'],0,0,0,"['vaksinasinasional', 'vaksin', 'vaksinmembawadampakbaik']",[],https://twitter.com/FollScarlet/status/1383496337564389385,False,,1,https://pbs.twimg.com/media/EzMqlKrVUAQOTtj.png,,,,,,,[],,,,
1383495830498205696,1383495830498205696,2021-04-18 02:01:24 SE Asia Standard Time,2021-04-18,02:01:24,+0700,388848045,radar_cirebon,Radar Cirebon,,"INDONESIA kembali menyerukan pentingnya solidaritas global untuk memastikan akses vaksin COVID-19 yang berkeadilan dan merata, dalam Pertemuan Khusus para Menteri Dewan Ekonomi  https://t.co/mGNfZThceE",in,[],['https://www.radarcirebon.com/2021/04/18/indonesia-serukan-solidaritas-global-akses-vaksin-di-pbb/'],[],0,0,1,[],[],https://twitter.com/Radar_Cirebon/status/1383495830498205696,False,,0,,,,,,,,[],,,,
1383493262938279944,1383478349188669454,2021-04-18 01:51:12 SE Asia Standard Time,2021-04-18,01:51:12,+0700,776211223079641088,hardi_hardiman2,Hardiman,,@masaryaduta Para ahli imunologi tdk berani memastikan daya kekebalan terhadap sakit covid 19 sampai seberapa lama. Menurut ahli imunologi vaksin covid 19 hanya menstimulasi kelenjar anti virus aktif dan memproduksi kekebalan tubuh secara optimal. Vaksin sekedar early warning masuknya virus,in,[],[],[],0,0,0,[],[],https://twitter.com/hardi_hardiman2/status/1383493262938279944,False,,0,,,,,,,,"[{'screen_name': 'masaryaduta', 'name': 'Bukan Arчα Duta™ #أكون مرديكا', 'id': '1248726242'}]",,,,
1383489222661730304,1383489222661730304,2021-04-18 01:35:09 SE Asia Standard Time,2021-04-18,01:35:09,+0700,751389720626671616,syaqirrukimin,Syaqir Rukimin 🇲🇾,,"Aku ni makin lama makin percaya dekat conspiracy covid 19 ni. Mkin lama lambat vaksin ni, pakin percaya.",in,[],[],[],0,0,0,[],[],https://twitter.com/syaqirrukimin/status/1383489222661730304,False,,0,,,,,,,,[],,,,
1383488437810962434,1383488437810962434,2021-04-18 01:32:02 SE Asia Standard Time,2021-04-18,01:32:02,+0700,69183155,detikcom,detikcom,,Kelompok lansia masih menjadi prioritas vaksinasi COVID-19 di Indonesia. Ini yang harus dipersiapkan oleh lansia untuk vaksin saat puasa. #VaksinCorona   https://t.co/MB076RSoyk,in,[],['https://health.detik.com/berita-detikhealth/d-5536314/catat-ini-persiapan-wajib-lansia-sebelum-disuntik-vaksin-corona-saat-puasa?utm_content=detikhealth&utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=Twitter#Echobox=1618674131'],[],3,3,15,['vaksincorona'],[],https://twitter.com/detikcom/status/1383488437810962434,False,,0,,,,,,,,[],,,,
1383486406022950917,1382339759867977729,2021-04-18 01:23:57 SE Asia Standard Time,2021-04-18,01:23:57,+0700,1219933015855382529,dabenone2,dabenone,,"@pengarang_sajak Genexine, Institut Pasteur Korea team up for Covid-19 variant vaccine  https://t.co/0Y4FNnWZWy  Covid-19_vaccine_results | Zotero  https://t.co/GX7q3hfC9i  Kalbe Jalin Kerjasama dengan Genexine Korea Selatan Kembangkan Vaksin COVID-19  https://t.co/gCUSWFhpPb  https://t.co/6rtkTuqPM6",in,[],"['http://www.koreabiomed.com/news/articleView.html?idxno=10918', 'https://www.zotero.org/groups/2528572/covid-19_vaccine_results/tags/GX-19%20Genexine%2FVaxiGen/library', 'https://www.kalbe.co.id/id/berita/ArtMID/705/ArticleID/825/Kalbe-Jalin-Kerjasama-dengan-Genexine-Korea-Selatan-Kembangkan-Vaksin-COVID-19']",['https://pbs.twimg.com/media/EzMhjc1VoAEtn7x.jpg'],0,0,1,[],[],https://twitter.com/dabenone2/status/1383486406022950917,False,,1,https://pbs.twimg.com/media/EzMhjc1VoAEtn7x.jpg,,,,,,,"[{'screen_name': 'pengarang_sajak', 'name': 'Pengarang Puisi™', 'id': '379288910'}]",,,,
1383482915229605895,1383482915229605895,2021-04-18 01:10:05 SE Asia Standard Time,2021-04-18,01:10:05,+0700,168469708,idcorner,IDCorner 🇮🇩,,Dua Camat di Kabupaten Kuningan Terkonfirmasi Positif Covid-19 Padahal Sudah di Vaksin - #INDONESIA   https://t.co/ZOLZJk5pXm,in,[],['https://idcorner.co.id/dua-camat-di-kabupaten-kuningan-terkonfirmasi-positif-covid-19-padahal-sudah-di-vaksin/'],[],0,0,0,['indonesia'],[],https://twitter.com/IDCorner/status/1383482915229605895,False,,0,,,,,,,,[],,,,
1383481901877383171,1383481901877383171,2021-04-18 01:06:03 SE Asia Standard Time,2021-04-18,01:06:03,+0700,55507370,tvonenews,tvOneNews,,"Hot Indonesia minggu ini, mengapa belum semua orang bisa mendapatkan vaksin Covid-19? Tak hanya itu, ternyata ini alasan harus investasi di saham. Prestasi pegolf Asia dari Jepang yang memukau perhatian dunia. Saksikan videonya hanya di Youtube channel tvOneNews #HotIndonesiaOne  https://t.co/nRLD1AvmgS",in,[],[],[],0,1,6,['hotindonesiaone'],[],https://twitter.com/tvOneNews/status/1383481901877383171,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1383481817190207501/pu/img/8Kjuti-D5It-SxsT.jpg,,,,,,,[],,,,
1383478338019160078,1383478338019160078,2021-04-18 00:51:54 SE Asia Standard Time,2021-04-18,00:51:54,+0700,1206460189198577664,internetsyok,UNLIMITED,,9 petugas kesihatan dijangkiti COVID-19 selepas lengkapkan dos vaksin - KP Kesihatan  https://t.co/WdRA7BdBDA,in,[],['https://www.astroawani.com/berita-malaysia/40-petugas-kesihatan-dijangkiti-covid-19-selepas-lengkapkan-dua-dos-vaksin-293713?amp=1&__twitter_impression=true'],[],0,0,0,[],[],https://twitter.com/InternetSyok/status/1383478338019160078,False,,0,,,,,,,,[],,,,
1383476910160633859,1383476910160633859,2021-04-18 00:46:13 SE Asia Standard Time,2021-04-18,00:46:13,+0700,262026799,msnindonesia,MSNIndonesia,,"Top 3 Tekno Berita Hari Ini: Covid-19, Vaksin AstraZeneca, BPOM  https://t.co/X8AtY3avEt",in,[],['http://www.msn.com/id-id/berita/teknologidansains/top-3-tekno-berita-hari-ini-covid-19-vaksin-astrazeneca-bpom/ar-BB1fLgbT?ocid=ob-tw-idid-1525847845844'],[],0,0,0,[],[],https://twitter.com/MSNindonesia/status/1383476910160633859,False,,0,,,,,,,,[],,,,
